hhid,eligible_members,formal_savers,informal_savers,savings_responses,savings_answered,savings_target,bank_access_count,mobile_money_access_count,assisted_banking_count,any_bank_access,any_mobile_money_access,any_assisted_banking,household_size,members_with_age,head_indiv,head_sex_code,head_age,state_code,lga_code,zone_code,urban_rural_code,state_name,working_age_members,members_any_work,members_income_activity,members_helped_income_activity,reported_main_job_earnings,total_reported_main_job_earnings,employment_rate,digital_age10_members,mobile_access_count,internet_access_count,any_mobile_access,any_internet_access,asset_items_listed,asset_types_owned,total_units_owned,total_current_asset_value,income_source_types_listed,income_source_types_received,total_reported_income_sources
189119,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,70.0,18.0,1812.0,3.0,2.0,Kaduna,1,0,0,0,0,0.0,0.0,1,1,0,1,0,42,2,2.0,9000.0,7,0,0.0
189120,2,0,0,2,2,0,1,0,0,1,0,0,3.0,3.0,1.0,1.0,49.0,18.0,1812.0,3.0,2.0,Kaduna,3,3,0,0,1,12000.0,1.0,3,2,0,1,0,42,3,5.0,13500.0,7,0,0.0
189121,3,0,0,3,3,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,41.0,18.0,1813.0,3.0,2.0,Kaduna,5,3,0,0,3,13200.0,0.6,4,1,0,1,0,42,4,8.0,59750.0,7,0,0.0
189122,2,0,0,2,2,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,30.0,18.0,1813.0,3.0,2.0,Kaduna,2,1,1,0,1,800.0,0.5,2,1,0,1,0,42,4,5.0,26500.0,7,0,0.0
189125,3,0,0,3,3,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,39.0,18.0,1813.0,3.0,2.0,Kaduna,4,1,0,0,1,200000.0,0.25,3,3,0,1,0,42,7,11.0,104000.0,7,0,0.0
189126,3,0,0,3,3,0,0,0,0,0,0,0,11.0,11.0,1.0,1.0,41.0,18.0,1813.0,3.0,2.0,Kaduna,11,1,0,3,0,0.0,0.09090909090909091,6,2,0,1,0,42,3,5.0,18500.0,7,0,0.0
189127,5,0,0,5,5,0,0,0,0,0,0,0,10.0,10.0,1.0,1.0,52.0,18.0,1813.0,3.0,2.0,Kaduna,10,4,0,0,4,117000.0,0.4,8,5,1,1,1,42,8,16.0,99500.0,7,0,0.0
189128,2,0,0,2,2,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,28.0,18.0,1813.0,3.0,2.0,Kaduna,2,1,0,0,1,150000.0,0.5,2,1,1,1,1,42,5,5.0,269700.0,7,1,20000.0
189129,5,0,0,5,5,0,0,2,0,0,1,0,13.0,13.0,1.0,1.0,41.0,18.0,1813.0,3.0,2.0,Kaduna,15,1,2,0,3,3037400.0,0.06666666666666667,12,4,2,1,1,42,10,22.0,218300.0,7,0,0.0
189130,3,1,0,3,3,1,0,1,1,0,1,1,7.0,7.0,1.0,1.0,46.0,18.0,1813.0,3.0,2.0,Kaduna,7,1,1,0,1,32000.0,0.14285714285714285,4,3,1,1,1,42,5,12.0,37200.0,7,0,0.0
189131,2,0,0,2,2,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,25.0,18.0,1813.0,3.0,2.0,Kaduna,2,1,0,0,1,1500.0,0.5,2,2,0,1,0,42,6,7.0,276000.0,7,0,0.0
189132,3,0,0,3,3,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,34.0,18.0,1813.0,3.0,2.0,Kaduna,4,2,0,0,2,55000.0,0.5,3,3,1,1,1,42,6,9.0,275000.0,7,0,0.0
189133,6,0,0,6,6,0,1,0,0,1,0,0,15.0,15.0,1.0,1.0,60.0,18.0,1817.0,3.0,2.0,Kaduna,13,2,0,0,2,3000.0,0.15384615384615385,11,2,0,1,0,42,6,19.0,268000.0,7,0,0.0
189134,3,0,0,3,3,0,1,0,0,1,0,0,8.0,8.0,1.0,1.0,40.0,18.0,1817.0,3.0,2.0,Kaduna,6,1,0,0,1,65000.0,0.16666666666666666,5,1,0,1,0,42,7,15.0,22500.0,7,0,0.0
189136,3,0,0,3,3,0,1,0,0,1,0,0,5.0,5.0,1701.0,1.0,37.0,18.0,1817.0,3.0,2.0,Kaduna,4,4,0,0,1,140000.0,1.0,3,2,0,1,0,42,4,7.0,34000.0,7,0,0.0
189137,6,0,0,6,6,0,0,0,0,0,0,0,8.0,8.0,1.0,1.0,61.0,18.0,1817.0,3.0,2.0,Kaduna,8,1,0,0,1,10000.0,0.125,7,0,0,0,0,42,5,11.0,8000.0,7,0,0.0
189139,2,1,0,2,2,1,1,0,0,1,0,0,6.0,6.0,1.0,1.0,31.0,18.0,1817.0,3.0,2.0,Kaduna,4,2,0,0,2,0.0,0.5,2,2,1,1,1,42,8,13.0,130000.0,7,0,0.0
189140,2,0,0,2,2,0,1,0,0,1,0,0,4.0,4.0,1.0,1.0,33.0,18.0,1817.0,3.0,2.0,Kaduna,2,2,0,0,2,0.0,1.0,2,2,0,1,0,42,3,7.0,73000.0,7,0,0.0
189141,6,0,0,6,6,0,0,0,0,0,0,0,9.0,9.0,1.0,1.0,60.0,18.0,1817.0,3.0,2.0,Kaduna,10,9,0,0,0,0.0,0.9,8,1,0,1,0,42,6,11.0,46500.0,7,0,0.0
189142,2,0,0,2,2,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,32.0,18.0,1817.0,3.0,2.0,Kaduna,3,2,0,0,2,0.0,0.6666666666666666,2,2,0,1,0,42,4,7.0,7500.0,7,0,0.0
189143,3,0,0,3,3,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,43.0,18.0,1817.0,3.0,2.0,Kaduna,5,3,0,0,1,100000.0,0.6,3,1,0,1,0,42,5,10.0,18000.0,7,0,0.0
189144,5,0,0,5,5,0,0,0,0,0,0,0,8.0,8.0,5.0,1.0,48.0,18.0,1817.0,3.0,2.0,Kaduna,6,4,0,0,0,0.0,0.6666666666666666,6,1,0,1,0,42,4,10.0,17500.0,7,0,0.0
189147,6,0,0,6,6,0,1,0,0,1,0,0,9.0,9.0,1.0,1.0,38.0,18.0,1817.0,3.0,2.0,Kaduna,9,1,3,0,3,7000.0,0.1111111111111111,6,3,1,1,1,42,7,12.0,81500.0,7,1,10000.0
189148,5,1,1,5,5,1,2,0,1,1,0,1,5.0,5.0,1.0,1.0,59.0,18.0,1817.0,3.0,2.0,Kaduna,5,3,1,0,1,1000.0,0.6,5,3,0,1,0,42,9,12.0,1615200.0,7,0,0.0
189150,15,0,0,15,15,0,0,0,0,0,0,0,19.0,19.0,1.0,1.0,60.0,18.0,1817.0,3.0,2.0,Kaduna,25,10,0,0,10,451200.0,0.4,22,10,0,1,0,42,4,21.0,68500.0,7,0,0.0
189151,14,2,1,14,14,1,2,3,1,1,1,1,17.0,17.0,1.0,1.0,69.0,18.0,1817.0,3.0,2.0,Kaduna,17,0,1,0,1,18000.0,0.0,17,12,3,1,1,42,18,67.0,1877350.0,7,1,2000000.0
189152,5,4,4,5,5,1,4,4,4,1,1,1,12.0,12.0,1.0,1.0,42.0,18.0,1817.0,3.0,2.0,Kaduna,9,1,0,0,1,200000.0,0.1111111111111111,7,3,1,1,1,42,6,14.0,127000.0,7,0,0.0
189154,4,2,2,4,4,1,2,2,2,1,1,1,7.0,7.0,1.0,1.0,51.0,18.0,1817.0,3.0,2.0,Kaduna,7,3,0,0,3,93200.0,0.42857142857142855,5,4,2,1,1,42,7,19.0,246500.0,7,0,0.0
189155,6,1,1,6,6,1,0,0,1,0,0,1,9.0,9.0,1.0,1.0,48.0,18.0,1817.0,3.0,2.0,Kaduna,10,3,0,0,3,231800.0,0.3,9,3,1,1,1,42,11,27.0,164000.0,7,2,77000.0
189156,5,3,3,5,5,1,3,3,3,1,1,1,10.0,10.0,1.0,1.0,40.0,18.0,1817.0,3.0,2.0,Kaduna,7,3,1,0,4,120600.0,0.42857142857142855,5,3,1,1,1,42,6,14.0,107000.0,7,0,0.0
189157,5,0,0,5,5,0,3,1,0,1,1,0,5.0,5.0,1.0,1.0,62.0,18.0,1817.0,3.0,2.0,Kaduna,7,5,0,0,6,100000.0,0.7142857142857143,7,5,0,1,0,42,6,12.0,35600.0,7,0,0.0
189158,8,2,2,8,8,1,3,3,0,1,1,0,9.0,9.0,1.0,2.0,65.0,18.0,1817.0,3.0,2.0,Kaduna,10,7,0,0,5,78000.0,0.7,8,8,0,1,0,42,5,8.0,112200.0,7,1,50000.0
189159,4,3,2,4,4,1,3,0,3,1,0,1,4.0,4.0,1.0,1.0,71.0,18.0,1817.0,3.0,2.0,Kaduna,4,2,1,0,3,3000.0,0.5,4,3,1,1,1,42,15,28.0,233000.0,7,1,960000.0
189160,3,3,0,3,3,1,3,3,1,1,1,1,3.0,3.0,1.0,1.0,68.0,18.0,1817.0,3.0,2.0,Kaduna,3,2,0,0,2,50000.0,0.6666666666666666,3,3,1,1,1,42,17,27.0,650000.0,7,1,600000.0
189161,2,0,0,2,2,0,2,0,0,1,0,0,2.0,2.0,1.0,2.0,55.0,18.0,1817.0,3.0,2.0,Kaduna,3,1,0,0,1,33000.0,0.3333333333333333,3,2,2,1,1,42,6,11.0,21000.0,7,0,0.0
189162,3,2,2,3,3,1,2,2,3,1,1,1,4.0,4.0,1.0,1.0,58.0,18.0,1817.0,3.0,2.0,Kaduna,4,3,0,0,3,55000.0,0.75,3,2,1,1,1,42,11,20.0,564500.0,7,0,0.0
189164,3,2,1,3,3,1,3,3,0,1,1,0,7.0,7.0,1.0,1.0,52.0,18.0,1817.0,3.0,2.0,Kaduna,6,2,0,0,2,190000.0,0.3333333333333333,4,4,2,1,1,42,12,18.0,338500.0,7,1,150000.0
189165,2,0,1,2,2,1,1,1,0,1,1,0,5.0,5.0,1.0,1.0,42.0,18.0,1817.0,3.0,2.0,Kaduna,5,2,0,0,2,26000.0,0.4,4,2,1,1,1,42,8,15.0,177500.0,7,0,0.0
189167,5,2,0,5,5,1,5,0,0,1,0,0,6.0,6.0,1.0,1.0,58.0,18.0,1817.0,3.0,2.0,Kaduna,6,2,0,0,2,86500.0,0.3333333333333333,6,6,6,1,1,42,14,22.0,304800.0,7,0,0.0
189168,2,2,0,2,2,1,2,0,0,1,0,0,1.0,1.0,1.0,1.0,43.0,18.0,1802.0,3.0,2.0,Kaduna,2,2,0,0,2,450000.0,1.0,2,2,2,1,1,42,13,18.0,1578000.0,7,0,0.0
189169,4,0,0,4,4,0,0,0,0,0,0,0,11.0,11.0,1.0,1.0,53.0,18.0,1818.0,3.0,2.0,Kaduna,11,3,0,0,3,0.0,0.2727272727272727,8,1,0,1,0,42,5,8.0,185500.0,7,0,0.0
189170,4,0,0,4,4,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,51.0,18.0,1818.0,3.0,2.0,Kaduna,6,3,0,0,3,0.0,0.5,5,2,0,1,0,42,5,8.0,3000.0,7,1,10000.0
189171,2,0,0,2,2,0,0,0,0,0,0,0,2.0,2.0,1.0,1.0,34.0,18.0,1818.0,3.0,2.0,Kaduna,2,1,0,0,0,0.0,0.5,2,1,0,1,0,42,3,3.0,5000.0,7,0,0.0
189173,2,0,0,2,2,0,0,0,0,0,0,0,7.0,7.0,1.0,1.0,46.0,18.0,1818.0,3.0,2.0,Kaduna,7,7,0,0,2,300.0,1.0,4,1,0,1,0,42,4,5.0,6400.0,7,0,0.0
189174,2,0,0,2,2,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,34.0,18.0,1818.0,3.0,2.0,Kaduna,4,1,0,0,1,30000.0,0.25,2,1,0,1,0,42,6,7.0,236000.0,7,0,0.0
189175,6,0,0,6,6,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,50.0,18.0,1818.0,3.0,2.0,Kaduna,6,1,0,0,1,0.0,0.16666666666666666,6,1,0,1,0,42,2,4.0,17000.0,7,0,0.0
189176,4,1,2,4,4,1,2,0,0,1,0,0,4.0,4.0,1.0,1.0,64.0,18.0,1818.0,3.0,2.0,Kaduna,4,3,0,0,3,303000.0,0.75,4,3,0,1,0,42,3,7.0,106000.0,7,0,0.0
189178,4,0,0,4,4,0,0,0,0,0,0,0,8.0,8.0,1.0,1.0,56.0,18.0,1818.0,3.0,2.0,Kaduna,7,1,0,0,1,20000.0,0.14285714285714285,4,1,0,1,0,42,5,11.0,22700.0,7,0,0.0
189179,2,0,0,2,2,0,0,2,0,0,1,0,3.0,3.0,1.0,1.0,30.0,18.0,1818.0,3.0,2.0,Kaduna,2,1,0,0,1,150000.0,0.5,2,1,0,1,0,42,2,3.0,16500.0,7,0,0.0
189180,3,1,1,3,3,1,1,0,1,1,0,1,12.0,12.0,1.0,1.0,43.0,18.0,1818.0,3.0,2.0,Kaduna,8,1,0,0,1,60000.0,0.125,6,1,0,1,0,42,5,11.0,24000.0,7,0,0.0
189181,5,1,1,5,5,1,1,4,0,1,1,0,10.0,10.0,1.0,1.0,48.0,18.0,1819.0,3.0,1.0,Kaduna,7,0,0,0,0,0.0,0.0,6,5,1,1,1,42,8,14.0,356000.0,7,0,0.0
189183,10,0,3,10,10,1,4,3,0,1,1,0,15.0,15.0,2.0,2.0,64.0,18.0,1819.0,3.0,1.0,Kaduna,13,8,0,0,8,21500.0,0.6153846153846154,10,7,0,1,0,42,10,23.0,512200.0,7,0,0.0
189184,7,0,0,7,7,0,1,1,1,1,1,1,12.0,12.0,1.0,1.0,65.0,18.0,1819.0,3.0,1.0,Kaduna,11,2,0,0,2,80000.0,0.18181818181818182,8,3,0,1,0,42,8,15.0,373500.0,7,0,0.0
189185,3,2,2,3,3,1,2,1,2,1,1,1,6.0,6.0,1.0,1.0,45.0,18.0,1819.0,3.0,1.0,Kaduna,6,2,0,0,2,95000.0,0.3333333333333333,4,2,2,1,1,42,14,27.0,530000.0,7,0,0.0
189186,3,0,0,3,3,0,0,0,0,0,0,0,2.0,2.0,1.0,1.0,75.0,18.0,1819.0,3.0,1.0,Kaduna,3,2,0,0,2,1500.0,0.6666666666666666,3,3,0,1,0,42,5,8.0,18700.0,7,0,0.0
189187,3,0,1,3,3,1,1,0,0,1,0,0,8.0,8.0,1.0,1.0,42.0,18.0,1819.0,3.0,1.0,Kaduna,7,2,0,0,2,0.0,0.2857142857142857,6,1,0,1,0,42,8,12.0,109000.0,7,0,0.0
189188,5,0,1,5,5,1,1,0,0,1,0,0,9.0,9.0,1.0,1.0,46.0,18.0,1819.0,3.0,1.0,Kaduna,8,5,0,0,4,79300.0,0.625,7,7,0,1,0,42,9,19.0,132400.0,7,0,0.0
189189,9,0,1,9,9,1,2,1,0,1,1,0,15.0,15.0,1.0,1.0,54.0,18.0,1819.0,3.0,1.0,Kaduna,13,2,0,0,2,15000.0,0.15384615384615385,12,2,0,1,0,42,6,15.0,10500.0,7,0,0.0
189191,3,0,0,3,3,0,0,0,1,0,0,1,5.0,5.0,1.0,2.0,49.0,18.0,1819.0,3.0,1.0,Kaduna,5,3,0,0,3,2150.0,0.6,5,5,0,1,0,42,5,7.0,26000.0,7,0,0.0
189192,6,2,3,6,6,1,3,6,0,1,1,0,12.0,12.0,1.0,1.0,38.0,18.0,1819.0,3.0,1.0,Kaduna,10,2,0,0,2,20000.0,0.2,8,6,1,1,1,42,8,18.0,583000.0,7,0,0.0
189193,5,0,0,5,5,0,0,0,0,0,0,0,7.0,7.0,1.0,1.0,69.0,18.0,1821.0,3.0,2.0,Kaduna,7,4,0,0,4,5500.0,0.5714285714285714,7,2,0,1,0,42,6,15.0,13500.0,7,0,0.0
189194,9,0,0,9,9,0,0,0,0,0,0,0,17.0,17.0,1.0,1.0,58.0,18.0,1821.0,3.0,2.0,Kaduna,16,6,0,0,6,22500.0,0.375,12,4,0,1,0,42,5,11.0,4500.0,7,0,0.0
189195,3,0,0,3,3,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,65.0,18.0,1821.0,3.0,2.0,Kaduna,5,2,0,0,2,3000.0,0.4,5,0,0,0,0,42,4,9.0,4000.0,7,0,0.0
189196,5,0,0,5,5,0,0,0,0,0,0,0,8.0,8.0,3.0,1.0,25.0,18.0,1821.0,3.0,2.0,Kaduna,9,6,0,0,4,6600.0,0.6666666666666666,7,4,0,1,0,42,4,9.0,49500.0,7,1,10000.0
189197,3,0,0,3,3,0,0,0,0,0,0,0,9.0,9.0,1.0,1.0,38.0,18.0,1821.0,3.0,2.0,Kaduna,7,5,0,0,2,750.0,0.7142857142857143,5,3,0,1,0,42,4,12.0,30000.0,7,0,0.0
189199,3,0,3,3,3,1,1,0,0,1,0,0,9.0,9.0,1.0,1.0,41.0,18.0,1821.0,3.0,2.0,Kaduna,7,1,0,0,1,0.0,0.14285714285714285,4,1,0,1,0,42,3,6.0,141000.0,7,0,0.0
189200,4,0,3,4,4,1,1,0,0,1,0,0,11.0,11.0,1.0,1.0,42.0,18.0,1821.0,3.0,2.0,Kaduna,8,1,1,0,2,51500.0,0.125,5,3,0,1,0,42,5,16.0,432500.0,7,0,0.0
189202,3,0,2,3,3,1,1,0,2,1,0,1,9.0,9.0,1.0,1.0,55.0,18.0,1821.0,3.0,2.0,Kaduna,6,1,0,0,1,0.0,0.16666666666666666,3,3,0,1,0,42,3,7.0,161000.0,7,0,0.0
189203,2,0,0,2,2,0,1,0,2,1,0,1,4.0,4.0,1.0,1.0,39.0,18.0,1821.0,3.0,2.0,Kaduna,4,1,0,0,1,2000.0,0.25,3,2,0,1,0,42,5,8.0,43300.0,7,0,0.0
189204,6,1,1,6,6,1,1,0,1,1,0,1,11.0,11.0,1.0,1.0,53.0,18.0,1821.0,3.0,2.0,Kaduna,9,3,0,0,3,5500.0,0.3333333333333333,7,1,0,1,0,42,5,10.0,29300.0,7,0,0.0
189205,2,2,0,2,2,1,2,0,0,1,0,0,5.0,5.0,1.0,1.0,45.0,18.0,1808.0,3.0,2.0,Kaduna,5,1,0,0,1,150000.0,0.2,4,2,2,1,1,42,7,10.0,61500.0,7,0,0.0
189206,1,1,0,1,1,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,33.0,31.0,3105.0,1.0,2.0,Plateau,1,0,0,0,1,4000.0,0.0,1,1,1,1,1,42,5,5.0,1532000.0,7,1,40000.0
189207,3,3,1,3,3,1,3,3,2,1,1,1,5.0,5.0,1.0,1.0,43.0,37.0,3706.0,1.0,1.0,FCT,5,3,0,0,3,3210000.0,0.6,3,3,3,1,1,42,23,37.0,4830500.0,7,1,100000.0
189209,2,0,0,2,2,0,2,0,0,1,0,0,5.0,5.0,1.0,1.0,43.0,18.0,1822.0,3.0,2.0,Kaduna,3,1,1,0,2,650000.0,0.3333333333333333,2,2,2,1,1,42,9,10.0,278900.0,7,0,0.0
189210,2,2,0,2,2,1,2,2,0,1,1,0,5.0,5.0,1.0,1.0,41.0,31.0,3106.0,1.0,2.0,Plateau,4,1,0,0,1,280000.0,0.25,2,2,2,1,1,42,20,31.0,2282500.0,7,1,500000.0
189212,5,4,0,5,5,1,4,0,3,1,0,1,6.0,6.0,1.0,1.0,58.0,18.0,1822.0,3.0,2.0,Kaduna,6,3,0,0,3,132000.0,0.5,6,6,1,1,1,42,13,23.0,198500.0,7,0,0.0
189213,2,2,0,2,2,1,2,0,0,1,0,0,3.0,3.0,3.0,1.0,45.0,18.0,1822.0,3.0,2.0,Kaduna,3,0,0,0,2,153000.0,0.0,2,2,2,1,1,42,14,19.0,240400.0,7,0,0.0
189214,4,1,0,4,4,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,38.0,18.0,1822.0,3.0,2.0,Kaduna,6,2,0,0,2,500000.0,0.3333333333333333,5,4,3,1,1,42,18,31.0,292200.0,7,0,0.0
189216,4,1,0,4,4,1,4,0,3,1,0,1,3.0,3.0,1.0,2.0,63.0,18.0,1822.0,3.0,2.0,Kaduna,5,3,0,0,1,40000.0,0.6,5,4,3,1,1,42,8,14.0,109400.0,7,0,0.0
189218,2,0,1,2,2,1,0,0,2,0,0,1,3.0,3.0,1.0,1.0,35.0,18.0,1802.0,3.0,2.0,Kaduna,4,2,0,0,2,102000.0,0.5,4,4,0,1,0,42,5,6.0,32000.0,7,0,0.0
189222,3,2,2,3,3,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,47.0,18.0,1802.0,3.0,1.0,Kaduna,6,2,0,0,2,100000.0,0.3333333333333333,5,2,2,1,1,42,9,15.0,132000.0,7,0,0.0
189235,2,0,0,2,2,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,39.0,18.0,1812.0,3.0,2.0,Kaduna,4,4,0,0,1,60000.0,1.0,4,2,0,1,0,42,5,8.0,44300.0,7,1,5000.0
189236,4,0,0,4,4,0,0,0,0,0,0,0,8.0,8.0,1.0,1.0,33.0,18.0,1812.0,3.0,2.0,Kaduna,8,4,0,0,1,10000.0,0.5,4,4,0,1,0,42,5,14.0,179000.0,7,0,0.0
189242,9,1,1,9,9,1,0,5,2,0,1,1,14.0,14.0,1.0,1.0,60.0,18.0,1817.0,3.0,2.0,Kaduna,14,0,0,0,0,0.0,0.0,11,9,4,1,1,42,4,14.0,27000.0,7,1,8000.0
189252,5,4,4,5,5,1,4,4,4,1,1,1,7.0,7.0,1.0,1.0,42.0,18.0,1822.0,3.0,2.0,Kaduna,6,2,0,0,1,50000.0,0.3333333333333333,6,3,2,1,1,42,7,15.0,2094500.0,7,0,0.0
190011,5,1,0,5,5,1,1,1,0,1,1,0,5.0,5.0,2.0,1.0,33.0,19.0,1921.0,3.0,1.0,Kano,5,1,0,0,1,50000.0,0.2,5,5,5,1,1,42,14,28.0,373000.0,7,0,0.0
190012,6,2,0,6,6,1,4,1,0,1,1,0,8.0,8.0,2.0,2.0,55.0,19.0,1921.0,3.0,1.0,Kano,8,4,0,0,4,45000.0,0.5,8,7,6,1,1,42,14,31.0,214000.0,7,0,0.0
190013,4,2,1,4,4,1,3,2,3,1,1,1,5.0,5.0,1.0,1.0,71.0,19.0,1921.0,3.0,1.0,Kano,5,2,0,0,3,8500.0,0.4,4,3,2,1,1,42,7,14.0,108100.0,7,1,84000.0
190014,16,6,5,16,16,1,6,6,4,1,1,1,26.0,26.0,1.0,1.0,59.0,19.0,1921.0,3.0,1.0,Kano,25,6,0,0,6,136000.0,0.24,23,19,11,1,1,42,24,77.0,3050200.0,7,2,5800000.0
190015,2,1,1,2,2,1,1,2,2,1,1,1,6.0,6.0,1.0,1.0,44.0,19.0,1925.0,3.0,2.0,Kano,6,2,0,0,2,45000.0,0.3333333333333333,3,2,1,1,1,42,11,23.0,390000.0,7,0,0.0
190016,2,2,1,2,2,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,39.0,19.0,1918.0,3.0,2.0,Kano,5,2,0,0,2,70500.0,0.4,3,3,2,1,1,42,9,17.0,141100.0,7,0,0.0
190017,6,0,0,6,6,0,3,0,0,1,0,0,8.0,8.0,1.0,1.0,51.0,19.0,1921.0,3.0,1.0,Kano,6,1,0,0,1,55000.0,0.16666666666666666,6,4,4,1,1,42,13,35.0,567000.0,7,0,0.0
190018,5,2,1,5,5,1,2,4,3,1,1,1,8.0,8.0,1.0,1.0,52.0,19.0,1925.0,3.0,1.0,Kano,7,4,2,0,6,295000.0,0.5714285714285714,6,5,3,1,1,42,14,38.0,643000.0,7,0,0.0
190019,6,3,1,6,6,1,4,5,5,1,1,1,6.0,6.0,1.0,2.0,87.0,19.0,1921.0,3.0,1.0,Kano,6,4,0,0,3,30000.0,0.6666666666666666,6,6,4,1,1,42,17,32.0,650000.0,7,0,0.0
190020,8,0,1,8,8,1,8,3,1,1,1,1,8.0,8.0,1301.0,2.0,61.0,19.0,1921.0,3.0,1.0,Kano,8,5,0,0,5,191000.0,0.625,8,8,8,1,1,42,17,56.0,2333400.0,7,1,199000.0
190081,4,0,1,4,4,1,0,0,1,0,0,1,10.0,10.0,1.0,1.0,62.0,19.0,1914.0,3.0,2.0,Kano,10,7,0,0,4,7000.0,0.7,7,1,1,1,1,42,6,14.0,67000.0,7,1,2000.0
190082,7,0,0,7,7,0,0,0,2,0,0,1,12.0,12.0,1.0,1.0,65.0,19.0,1914.0,3.0,2.0,Kano,11,4,0,0,1,3000.0,0.36363636363636365,9,8,1,1,1,42,8,33.0,95200.0,7,0,0.0
190083,4,0,2,4,4,1,0,1,1,0,1,1,7.0,7.0,1.0,1.0,56.0,19.0,1914.0,3.0,2.0,Kano,8,6,0,0,2,3500.0,0.75,7,3,1,1,1,42,4,8.0,77000.0,7,0,0.0
190084,5,0,0,5,5,0,0,0,0,0,0,0,16.0,16.0,1.0,1.0,45.0,19.0,1914.0,3.0,2.0,Kano,13,3,0,0,2,45000.0,0.23076923076923078,9,1,0,1,0,42,4,9.0,86500.0,7,0,0.0
190085,4,0,0,4,4,0,0,0,0,0,0,0,4.0,4.0,2.0,2.0,56.0,19.0,1914.0,3.0,2.0,Kano,4,3,0,0,3,71000.0,0.75,4,3,0,1,0,42,5,8.0,228500.0,7,0,0.0
190086,3,0,0,3,3,0,0,0,0,0,0,0,17.0,17.0,1.0,1.0,47.0,19.0,1914.0,3.0,2.0,Kano,6,1,0,0,1,50000.0,0.16666666666666666,4,1,0,1,0,42,4,8.0,132000.0,7,0,0.0
190087,1,0,0,1,1,0,0,0,0,0,0,0,3.0,3.0,2.0,2.0,43.0,19.0,1914.0,3.0,2.0,Kano,3,3,0,0,1,500.0,1.0,3,1,0,1,0,42,6,8.0,32900.0,7,0,0.0
190088,2,0,0,2,2,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,62.0,19.0,1914.0,3.0,2.0,Kano,6,4,0,0,3,1200.0,0.6666666666666666,3,0,0,0,0,42,3,4.0,62500.0,7,0,0.0
190089,3,0,1,3,3,1,0,0,2,0,0,1,8.0,8.0,1.0,1.0,41.0,19.0,1914.0,3.0,2.0,Kano,6,2,0,0,2,151500.0,0.3333333333333333,4,4,0,1,0,42,5,8.0,81000.0,7,0,0.0
190090,6,0,1,6,6,1,0,0,1,0,0,1,7.0,7.0,1.0,1.0,70.0,19.0,1914.0,3.0,2.0,Kano,7,6,0,0,4,4200.0,0.8571428571428571,6,5,0,1,0,42,5,8.0,100000.0,7,0,0.0
190111,7,0,0,7,7,0,0,0,0,0,0,0,9.0,9.0,1.0,1.0,62.0,19.0,1912.0,3.0,1.0,Kano,9,3,0,0,3,45000.0,0.3333333333333333,8,2,0,1,0,42,6,27.0,79000.0,7,0,0.0
190112,9,0,0,9,9,0,4,0,0,1,0,0,15.0,15.0,1.0,1.0,60.0,19.0,1912.0,3.0,1.0,Kano,14,7,0,0,6,22000.0,0.5,12,7,4,1,1,42,11,37.0,304000.0,7,0,0.0
190113,7,0,0,7,7,0,1,6,3,1,1,1,11.0,11.0,2.0,2.0,46.0,19.0,1912.0,3.0,1.0,Kano,11,4,0,0,4,9500.0,0.36363636363636365,11,11,2,1,1,42,6,11.0,209500.0,7,0,0.0
190114,9,0,0,9,9,0,0,0,1,0,0,1,16.0,16.0,1.0,1.0,69.0,19.0,1912.0,3.0,1.0,Kano,15,5,0,0,5,45500.0,0.3333333333333333,14,2,0,1,0,42,7,16.0,471200.0,7,0,0.0
190115,9,3,1,9,9,1,3,5,4,1,1,1,11.0,11.0,2.0,2.0,51.0,19.0,1912.0,3.0,1.0,Kano,11,7,0,0,7,137700.0,0.6363636363636364,9,9,5,1,1,42,6,15.0,114000.0,7,1,25000.0
190116,9,4,4,9,9,1,2,9,7,1,1,1,10.0,10.0,1.0,1.0,63.0,19.0,1912.0,3.0,1.0,Kano,10,7,0,0,7,38000.0,0.7,10,10,6,1,1,42,9,33.0,105000.0,7,1,25000.0
190117,2,1,1,2,2,1,1,0,2,1,0,1,7.0,7.0,1.0,1.0,46.0,19.0,1912.0,3.0,1.0,Kano,5,2,0,0,2,1800.0,0.4,3,2,1,1,1,42,11,14.0,298000.0,7,0,0.0
