hhid,eligible_members,formal_savers,informal_savers,savings_responses,savings_answered,savings_target,bank_access_count,mobile_money_access_count,assisted_banking_count,any_bank_access,any_mobile_money_access,any_assisted_banking,household_size,members_with_age,head_indiv,head_sex_code,head_age,state_code,lga_code,zone_code,urban_rural_code,state_name,working_age_members,members_any_work,members_income_activity,members_helped_income_activity,reported_main_job_earnings,total_reported_main_job_earnings,employment_rate,digital_age10_members,mobile_access_count,internet_access_count,any_mobile_access,any_internet_access,asset_items_listed,asset_types_owned,total_units_owned,total_current_asset_value,income_source_types_listed,income_source_types_received,total_reported_income_sources
60009,3,0,0,3,3,0,0,1,0,0,1,0,3.0,3.0,1.0,1.0,64.0,6.0,602.0,5.0,2.0,Bayelsa,3,3,0,0,0,0.0,1.0,3,3,0,1,0,42,4,5.0,15500.0,7,0,0.0
60010,6,0,1,6,6,1,1,0,1,1,0,1,3.0,3.0,2.0,2.0,56.0,6.0,602.0,5.0,2.0,Bayelsa,6,4,0,0,0,0.0,0.6666666666666666,6,6,0,1,0,42,3,4.0,41500.0,7,0,0.0
60031,4,0,1,4,4,1,1,0,0,1,0,0,8.0,8.0,2.0,2.0,43.0,6.0,607.0,5.0,2.0,Bayelsa,8,8,0,0,0,0.0,1.0,7,1,0,1,0,42,6,10.0,28000.0,7,0,0.0
60032,4,0,0,4,4,0,2,0,2,1,0,1,2.0,2.0,4.0,1.0,37.0,6.0,608.0,5.0,1.0,Bayelsa,4,0,1,0,2,95000.0,0.0,4,4,3,1,1,42,9,15.0,171600.0,7,0,0.0
60033,7,3,0,7,7,1,3,0,2,1,0,1,7.0,7.0,1.0,1.0,54.0,6.0,608.0,5.0,1.0,Bayelsa,8,3,0,0,3,1040000.0,0.375,7,7,4,1,1,42,14,34.0,808500.0,7,0,0.0
60034,6,2,0,6,6,1,3,3,1,1,1,1,10.0,10.0,1.0,1.0,47.0,6.0,607.0,5.0,2.0,Bayelsa,10,6,0,0,6,1050000.0,0.6,8,3,4,1,1,42,18,32.0,530000.0,7,0,0.0
60035,8,0,0,8,8,0,2,1,1,1,1,1,11.0,11.0,1.0,1.0,52.0,6.0,607.0,5.0,2.0,Bayelsa,11,3,0,0,3,200000.0,0.2727272727272727,9,9,5,1,1,42,15,28.0,184300.0,7,0,0.0
60037,7,1,1,7,7,1,7,1,0,1,1,0,7.0,7.0,1.0,1.0,56.0,6.0,607.0,5.0,2.0,Bayelsa,7,2,0,0,2,94000.0,0.2857142857142857,7,7,7,1,1,42,16,52.0,215400.0,7,0,0.0
60038,6,1,1,6,6,1,4,2,5,1,1,1,6.0,6.0,1.0,1.0,56.0,6.0,607.0,5.0,2.0,Bayelsa,6,4,0,0,2,5500.0,0.6666666666666666,6,5,3,1,1,42,11,23.0,315500.0,7,0,0.0
60039,4,1,0,4,4,1,3,3,1,1,1,1,2.0,2.0,5101.0,1.0,36.0,6.0,607.0,5.0,2.0,Bayelsa,5,1,0,0,0,0.0,0.2,4,4,3,1,1,42,9,17.0,94500.0,7,0,0.0
60040,6,0,0,6,6,0,6,3,2,1,1,1,8.0,8.0,1.0,1.0,81.0,6.0,607.0,5.0,2.0,Bayelsa,8,0,0,0,0,0.0,0.0,7,5,4,1,1,42,6,13.0,65200.0,7,0,0.0
60041,2,1,1,2,2,1,1,1,1,1,1,1,4.0,4.0,1.0,1.0,60.0,6.0,601.0,5.0,2.0,Bayelsa,4,1,0,0,0,0.0,0.25,2,1,1,1,1,42,20,36.0,618000.0,7,2,1080000.0
60042,3,1,1,3,3,1,1,0,0,1,0,0,,,,,,,,,,,5,0,0,0,1,30000.0,0.0,4,1,0,1,0,42,12,18.0,229000.0,7,0,0.0
60043,6,0,0,6,6,0,2,0,0,1,0,0,4.0,4.0,1.0,1.0,45.0,6.0,601.0,5.0,2.0,Bayelsa,8,2,0,0,2,147000.0,0.25,7,7,5,1,1,42,10,16.0,71800.0,7,0,0.0
60044,5,0,0,5,5,0,2,0,0,1,0,0,5.0,5.0,1.0,1.0,47.0,6.0,601.0,5.0,2.0,Bayelsa,6,3,0,0,3,95000.0,0.5,5,5,4,1,1,42,12,21.0,177300.0,7,0,0.0
60045,1,0,0,1,1,0,1,0,0,1,0,0,1.0,1.0,1.0,1.0,63.0,6.0,601.0,5.0,2.0,Bayelsa,1,1,0,0,1,5000.0,1.0,1,1,0,1,0,42,9,10.0,81000.0,7,0,0.0
60047,6,0,0,6,6,0,1,0,0,1,0,0,5.0,5.0,2.0,2.0,54.0,6.0,601.0,5.0,2.0,Bayelsa,7,1,0,0,1,45000.0,0.14285714285714285,7,7,3,1,1,42,8,12.0,75200.0,7,0,0.0
60048,4,0,0,4,4,0,1,0,3,1,0,1,6.0,6.0,5102.0,1.0,46.0,6.0,601.0,5.0,2.0,Bayelsa,6,3,0,0,1,5000.0,0.5,5,2,1,1,1,42,13,18.0,175500.0,7,1,2000.0
60049,6,2,0,6,6,1,3,1,3,1,1,1,8.0,8.0,1.0,1.0,50.0,6.0,601.0,5.0,2.0,Bayelsa,8,6,0,0,6,4800.0,0.75,7,6,4,1,1,42,16,27.0,348500.0,7,0,0.0
60050,3,0,0,3,3,0,0,0,1,0,0,1,7.0,7.0,1.0,2.0,56.0,6.0,601.0,5.0,2.0,Bayelsa,6,3,0,0,0,0.0,0.5,5,2,0,1,0,42,6,11.0,56500.0,7,1,5000.0
60051,3,2,1,3,3,1,3,3,1,1,1,1,4.0,4.0,1.0,1.0,53.0,6.0,605.0,5.0,2.0,Bayelsa,4,1,2,0,3,270000.0,0.25,4,4,4,1,1,42,15,24.0,500000.0,7,1,50000.0
60052,5,0,0,5,5,0,4,2,1,1,1,1,5.0,5.0,2.0,2.0,48.0,6.0,605.0,5.0,2.0,Bayelsa,7,3,0,0,1,35000.0,0.42857142857142855,6,6,5,1,1,42,14,31.0,734000.0,7,0,0.0
60053,2,1,1,2,2,1,1,0,0,1,0,0,3.0,3.0,2.0,2.0,35.0,3.0,324.0,5.0,2.0,Akwa Ibom,5,0,0,0,0,0.0,0.0,3,2,0,1,0,42,11,16.0,137250.0,7,0,0.0
60054,2,0,0,2,2,0,2,0,2,1,0,1,2.0,2.0,9.0,1.0,16.0,3.0,313.0,5.0,2.0,Akwa Ibom,2,2,0,0,1,1000.0,1.0,2,2,1,1,1,42,6,8.0,80500.0,7,0,0.0
60055,2,1,0,2,2,1,2,0,0,1,0,0,4.0,4.0,1.0,1.0,52.0,6.0,605.0,5.0,2.0,Bayelsa,4,2,1,0,4,63000.0,0.5,4,3,3,1,1,42,17,24.0,326500.0,7,1,5000.0
60056,1,0,0,1,1,0,1,0,0,1,0,0,2.0,2.0,1.0,2.0,56.0,6.0,605.0,5.0,2.0,Bayelsa,2,1,0,0,1,200000.0,0.5,1,1,1,1,1,42,10,14.0,158000.0,7,1,36000.0
60057,8,4,0,8,8,1,8,0,8,1,0,1,8.0,8.0,1.0,1.0,62.0,6.0,605.0,5.0,2.0,Bayelsa,8,0,2,0,2,165000.0,0.0,8,8,8,1,1,42,9,25.0,197000.0,7,0,0.0
60058,5,0,0,5,5,0,3,3,0,1,1,0,8.0,8.0,1.0,1.0,53.0,6.0,605.0,5.0,2.0,Bayelsa,7,3,0,0,3,203000.0,0.42857142857142855,7,4,3,1,1,42,7,12.0,125000.0,7,0,0.0
60059,2,0,0,2,2,0,1,0,0,1,0,0,2.0,2.0,1.0,2.0,64.0,6.0,605.0,5.0,2.0,Bayelsa,2,0,0,0,0,0.0,0.0,2,1,0,1,0,42,12,16.0,239000.0,7,2,620000.0
60060,4,4,4,4,4,1,4,4,4,1,1,1,4.0,4.0,2.0,2.0,55.0,6.0,608.0,5.0,1.0,Bayelsa,4,0,1,0,1,120000.0,0.0,4,4,4,1,1,42,11,17.0,645000.0,7,0,0.0
69001,1,0,0,1,1,0,0,0,0,0,0,0,3.0,3.0,1.0,2.0,36.0,6.0,601.0,5.0,2.0,Bayelsa,3,1,0,0,1,30000.0,0.3333333333333333,2,2,1,1,1,42,8,13.0,87000.0,7,0,0.0
69004,5,0,1,5,5,1,3,0,1,1,0,1,3.0,3.0,2.0,2.0,42.0,6.0,601.0,5.0,2.0,Bayelsa,7,1,0,1,2,30000.0,0.14285714285714285,6,5,3,1,1,42,13,21.0,142000.0,7,2,70000.0
69005,3,0,0,3,3,0,3,1,2,1,1,1,6.0,6.0,1.0,1.0,58.0,6.0,601.0,5.0,2.0,Bayelsa,6,1,0,0,1,5000.0,0.16666666666666666,5,3,3,1,1,42,13,25.0,214500.0,7,0,0.0
69006,4,2,2,4,4,1,0,0,0,0,0,0,7.0,7.0,1.0,1.0,55.0,6.0,601.0,5.0,2.0,Bayelsa,7,2,0,0,1,38000.0,0.2857142857142857,6,6,0,1,0,42,11,13.0,159500.0,7,0,0.0
69007,2,1,0,2,2,1,1,1,2,1,1,1,4.0,4.0,5101.0,1.0,28.0,6.0,601.0,5.0,2.0,Bayelsa,5,2,0,0,1,10000.0,0.4,3,2,1,1,1,42,10,12.0,123500.0,7,0,0.0
69009,1,1,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,54.0,6.0,601.0,5.0,2.0,Bayelsa,1,1,0,0,0,0.0,1.0,1,1,0,1,0,42,3,3.0,17200.0,7,0,0.0
69010,1,0,0,1,1,0,1,0,1,1,0,1,1.0,1.0,1.0,1.0,60.0,6.0,601.0,5.0,2.0,Bayelsa,1,0,1,0,1,3000.0,0.0,1,1,1,1,1,42,10,11.0,106500.0,7,0,0.0
69012,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,64.0,6.0,601.0,5.0,2.0,Bayelsa,1,1,0,0,1,30000.0,1.0,1,0,0,0,0,42,5,6.0,47000.0,7,0,0.0
69013,2,0,0,2,2,0,0,0,0,0,0,0,3.0,3.0,1.0,2.0,69.0,6.0,604.0,5.0,1.0,Bayelsa,3,0,0,0,0,0.0,0.0,3,0,0,0,0,42,11,13.0,141500.0,7,0,0.0
69014,1,1,0,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,1.0,59.0,6.0,604.0,5.0,1.0,Bayelsa,1,1,0,0,1,5000.0,1.0,1,1,0,1,0,42,8,12.0,60000.0,7,0,0.0
69016,6,2,1,6,6,1,4,1,1,1,1,1,8.0,8.0,1301.0,1.0,42.0,6.0,604.0,5.0,1.0,Bayelsa,7,2,0,0,2,220000.0,0.2857142857142857,7,4,4,1,1,42,14,24.0,318000.0,7,0,0.0
69017,2,0,0,2,2,0,2,1,1,1,1,1,4.0,4.0,5101.0,2.0,42.0,6.0,604.0,5.0,1.0,Bayelsa,5,1,0,0,1,45000.0,0.2,4,4,2,1,1,42,10,28.0,224500.0,7,0,0.0
69020,2,0,0,2,2,0,1,1,1,1,1,1,5.0,5.0,1.0,1.0,38.0,6.0,604.0,5.0,1.0,Bayelsa,3,2,0,0,2,41000.0,0.6666666666666666,2,2,1,1,1,42,10,13.0,209800.0,7,0,0.0
69021,3,0,0,3,3,0,1,0,0,1,0,0,7.0,7.0,1.0,1.0,51.0,6.0,604.0,5.0,1.0,Bayelsa,7,1,0,0,1,15000.0,0.14285714285714285,5,3,0,1,0,42,2,4.0,26200.0,7,0,0.0
69022,5,0,0,5,5,0,2,0,0,1,0,0,1.0,1.0,1.0,2.0,54.0,6.0,604.0,5.0,1.0,Bayelsa,5,1,1,0,2,59000.0,0.2,5,5,4,1,1,42,12,29.0,233700.0,7,0,0.0
69023,1,1,1,1,1,1,1,1,0,1,1,0,2.0,2.0,1.0,2.0,31.0,6.0,604.0,5.0,1.0,Bayelsa,3,1,0,0,1,20000.0,0.3333333333333333,3,1,1,1,1,42,10,13.0,205000.0,7,0,0.0
69025,4,2,2,4,4,1,2,1,0,1,1,0,4.0,4.0,1.0,2.0,64.0,6.0,606.0,5.0,2.0,Bayelsa,4,4,0,0,4,700000.0,1.0,4,2,2,1,1,42,12,23.0,414000.0,7,1,700000.0
69026,4,0,0,4,4,0,1,0,0,1,0,0,9.0,9.0,1.0,1.0,44.0,6.0,606.0,5.0,2.0,Bayelsa,9,4,0,0,4,350000.0,0.4444444444444444,7,3,0,1,0,42,8,18.0,46000.0,7,0,0.0
69027,5,0,0,5,5,0,2,0,0,1,0,0,8.0,8.0,1.0,1.0,53.0,6.0,606.0,5.0,2.0,Bayelsa,8,3,0,0,1,35000.0,0.375,6,6,1,1,1,42,6,16.0,206000.0,7,0,0.0
69028,2,0,0,2,2,0,1,0,0,1,0,0,5.0,5.0,1.0,1.0,37.0,6.0,606.0,5.0,2.0,Bayelsa,4,2,0,0,2,300000.0,0.5,3,2,1,1,1,42,6,12.0,46000.0,7,0,0.0
69029,4,0,0,4,4,0,1,0,0,1,0,0,5.0,5.0,1.0,1.0,43.0,6.0,606.0,5.0,2.0,Bayelsa,5,4,0,0,1,50000.0,0.8,5,4,1,1,1,42,9,23.0,336500.0,7,0,0.0
69030,5,0,0,5,5,0,0,0,2,0,0,1,8.0,8.0,2.0,2.0,50.0,6.0,606.0,5.0,2.0,Bayelsa,8,8,0,0,8,4000.0,1.0,7,1,0,1,0,42,4,5.0,19300.0,7,0,0.0
69031,3,1,0,3,3,1,2,1,1,1,1,1,8.0,8.0,1.0,1.0,41.0,6.0,606.0,5.0,2.0,Bayelsa,7,5,0,0,0,0.0,0.7142857142857143,5,2,1,1,1,42,5,10.0,104000.0,7,0,0.0
69033,4,0,0,4,4,0,0,0,2,0,0,1,6.0,6.0,1.0,1.0,44.0,6.0,606.0,5.0,2.0,Bayelsa,6,6,0,0,0,0.0,1.0,6,2,1,1,1,42,4,4.0,28500.0,7,0,0.0
69034,6,0,0,6,6,0,2,1,2,1,1,1,9.0,9.0,1.0,1.0,49.0,6.0,606.0,5.0,2.0,Bayelsa,9,7,0,0,3,4000.0,0.7777777777777778,7,2,1,1,1,42,7,15.0,102000.0,7,0,0.0
69036,5,0,0,5,5,0,0,0,0,0,0,0,9.0,9.0,1.0,1.0,45.0,6.0,606.0,5.0,2.0,Bayelsa,9,5,0,0,0,0.0,0.5555555555555556,8,8,1,1,1,42,6,10.0,174000.0,7,0,0.0
69037,8,2,1,8,8,1,6,0,2,1,0,1,11.0,11.0,1.0,1.0,63.0,6.0,608.0,5.0,2.0,Bayelsa,11,5,0,0,1,50000.0,0.45454545454545453,10,7,3,1,1,42,14,26.0,321000.0,7,1,20000.0
69038,7,3,3,7,7,1,3,2,2,1,1,1,10.0,10.0,1.0,1.0,45.0,6.0,608.0,5.0,2.0,Bayelsa,10,0,0,0,0,0.0,0.0,8,8,4,1,1,42,8,13.0,336000.0,7,0,0.0
69040,2,0,1,2,2,1,2,0,2,1,0,1,6.0,6.0,1.0,1.0,40.0,6.0,608.0,5.0,2.0,Bayelsa,5,2,0,0,1,5000.0,0.4,4,3,1,1,1,42,14,22.0,322000.0,7,0,0.0
69041,1,1,0,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,1.0,51.0,6.0,608.0,5.0,2.0,Bayelsa,1,1,0,0,0,0.0,1.0,1,1,0,1,0,42,8,10.0,252000.0,7,0,0.0
69042,4,0,0,4,4,0,1,0,1,1,0,1,6.0,6.0,1.0,1.0,62.0,6.0,608.0,5.0,2.0,Bayelsa,7,5,0,0,2,20000.0,0.7142857142857143,6,3,1,1,1,42,11,13.0,188000.0,7,1,100000.0
69043,2,2,2,2,2,1,2,1,1,1,1,1,1.0,1.0,2.0,1.0,37.0,6.0,603.0,5.0,2.0,Bayelsa,2,0,0,0,0,0.0,0.0,2,2,2,1,1,42,8,15.0,240000.0,7,0,0.0
69045,3,0,0,3,3,0,0,0,1,0,0,1,1.0,1.0,1.0,2.0,67.0,6.0,608.0,5.0,2.0,Bayelsa,3,2,0,0,0,0.0,0.6666666666666666,3,2,2,1,1,42,4,10.0,156000.0,7,0,0.0
69046,3,0,0,3,3,0,2,2,2,1,1,1,2.0,2.0,1.0,2.0,75.0,6.0,608.0,5.0,2.0,Bayelsa,5,2,0,1,2,5000.0,0.4,4,2,2,1,1,42,10,14.0,75000.0,7,0,0.0
69047,3,2,3,3,3,1,2,2,2,1,1,1,8.0,8.0,1.0,1.0,41.0,6.0,608.0,5.0,2.0,Bayelsa,8,6,0,1,0,0.0,0.75,6,4,3,1,1,42,8,13.0,229500.0,7,0,0.0
69048,5,0,0,5,5,0,1,0,2,1,0,1,6.0,6.0,10.0,1.0,58.0,6.0,608.0,5.0,2.0,Bayelsa,6,5,0,0,4,3000.0,0.8333333333333334,6,0,0,0,0,42,3,6.0,13200.0,7,0,0.0
69049,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,59.0,6.0,601.0,5.0,2.0,Bayelsa,1,0,0,0,1,30000.0,0.0,1,1,0,1,0,42,6,7.0,107000.0,7,0,0.0
69050,5,0,0,5,5,0,2,0,0,1,0,0,6.0,6.0,1.0,1.0,48.0,6.0,601.0,5.0,2.0,Bayelsa,6,2,0,0,2,76000.0,0.3333333333333333,5,5,1,1,1,42,8,13.0,133000.0,7,0,0.0
69051,10,0,0,10,10,0,9,7,4,1,1,1,9.0,9.0,1.0,1.0,47.0,6.0,604.0,5.0,1.0,Bayelsa,10,1,0,0,1,2500.0,0.1,10,10,8,1,1,42,10,120020.0,292500.0,7,0,0.0
69052,2,0,0,2,2,0,1,0,2,1,0,1,5.0,5.0,1.0,2.0,34.0,6.0,604.0,5.0,1.0,Bayelsa,5,0,2,0,2,3200.0,0.0,3,1,0,1,0,42,5,10.0,111000.0,7,0,0.0
70011,2,2,0,2,2,1,2,0,2,1,0,1,3.0,3.0,1.0,1.0,62.0,7.0,708.0,1.0,2.0,Benue,3,1,0,0,1,150000.0,0.3333333333333333,3,3,1,1,1,42,6,11.0,47500.0,7,1,50000.0
70012,2,0,1,2,2,1,0,0,2,0,0,1,2.0,2.0,1.0,1.0,50.0,7.0,708.0,1.0,2.0,Benue,2,2,0,0,2,200000.0,1.0,2,2,0,1,0,42,4,6.0,173500.0,7,0,0.0
70013,3,0,1,3,3,1,1,0,3,1,0,1,4.0,4.0,1.0,1.0,45.0,7.0,708.0,1.0,2.0,Benue,5,3,0,0,3,550000.0,0.6,4,4,0,1,0,42,5,10.0,55500.0,7,0,0.0
70015,3,3,0,3,3,1,1,0,3,1,0,1,8.0,8.0,1.0,1.0,44.0,7.0,708.0,1.0,2.0,Benue,7,4,0,0,4,950000.0,0.5714285714285714,4,4,0,1,0,42,4,18.0,40500.0,7,0,0.0
70016,2,0,0,2,2,0,0,0,0,0,0,0,4.0,4.0,2.0,1.0,41.0,7.0,708.0,1.0,2.0,Benue,4,3,0,0,3,700000.0,0.75,4,2,0,1,0,42,6,9.0,33900.0,7,0,0.0
70017,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,74.0,7.0,708.0,1.0,2.0,Benue,1,1,0,0,1,650000.0,1.0,1,0,0,0,0,42,3,4.0,23600.0,7,0,0.0
70018,5,1,1,5,5,1,3,1,1,1,1,1,6.0,6.0,8.0,1.0,51.0,7.0,707.0,1.0,2.0,Benue,6,3,0,0,3,35000.0,0.5,6,5,2,1,1,42,6,13.0,400200.0,7,0,0.0
70019,3,0,0,3,3,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,68.0,7.0,708.0,1.0,2.0,Benue,3,3,0,0,3,850000.0,1.0,3,0,0,0,0,42,5,11.0,29550.0,7,0,0.0
70020,3,0,1,3,3,1,1,0,3,1,0,1,6.0,6.0,1.0,1.0,60.0,7.0,708.0,1.0,2.0,Benue,6,4,0,0,4,420000.0,0.6666666666666666,4,1,0,1,0,42,2,6.0,24000.0,7,0,0.0
70062,4,1,1,4,4,1,1,0,4,1,0,1,9.0,9.0,2.0,2.0,60.0,7.0,711.0,1.0,2.0,Benue,8,8,0,0,8,350000.0,1.0,8,1,0,1,0,42,4,8.0,26500.0,7,0,0.0
70063,3,2,3,3,3,1,2,0,3,1,0,1,8.0,8.0,3.0,1.0,40.0,7.0,711.0,1.0,2.0,Benue,6,5,0,0,5,350000.0,0.8333333333333334,4,3,0,1,0,42,6,17.0,165800.0,7,0,0.0
70064,2,0,1,2,2,1,0,0,2,0,0,1,5.0,5.0,1.0,2.0,38.0,7.0,711.0,1.0,2.0,Benue,5,3,0,0,3,200000.0,0.6,3,1,0,1,0,42,3,5.0,19000.0,7,0,0.0
70066,3,0,0,3,3,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,52.0,7.0,711.0,1.0,2.0,Benue,4,3,0,0,3,1250000.0,0.75,4,2,1,1,1,42,3,6.0,35000.0,7,0,0.0
70067,4,0,0,4,4,0,0,1,0,0,1,0,7.0,7.0,1.0,1.0,44.0,7.0,711.0,1.0,2.0,Benue,7,3,0,0,3,1340000.0,0.42857142857142855,6,1,0,1,0,42,6,15.0,48900.0,7,0,0.0
70068,5,0,3,5,5,1,0,0,0,0,0,0,6.0,6.0,1.0,1.0,76.0,7.0,711.0,1.0,2.0,Benue,6,6,0,0,6,2830000.0,1.0,6,5,3,1,1,42,6,23.0,403200.0,7,0,0.0
70069,2,1,0,2,2,1,0,0,1,0,0,1,3.0,3.0,1.0,2.0,61.0,7.0,711.0,1.0,2.0,Benue,3,3,0,0,3,80000.0,1.0,2,2,0,1,0,42,4,5.0,51500.0,7,0,0.0
70070,3,0,1,3,3,1,1,0,1,1,0,1,5.0,5.0,1.0,2.0,52.0,7.0,711.0,1.0,2.0,Benue,5,5,0,0,5,85000.0,1.0,5,4,0,1,0,42,4,9.0,33000.0,7,0,0.0
70071,6,0,0,6,6,0,0,0,4,0,0,1,6.0,6.0,1.0,1.0,51.0,7.0,709.0,1.0,2.0,Benue,6,6,0,0,6,245000.0,1.0,6,6,0,1,0,42,3,5.0,27000.0,7,0,0.0
70072,3,0,0,3,3,0,0,0,2,0,0,1,3.0,3.0,1.0,1.0,38.0,7.0,709.0,1.0,2.0,Benue,3,3,0,0,3,100000.0,1.0,3,3,0,1,0,42,3,4.0,37000.0,7,0,0.0
70073,3,0,0,3,3,0,1,0,0,1,0,0,3.0,3.0,1.0,1.0,77.0,7.0,709.0,1.0,2.0,Benue,3,3,0,0,3,750000.0,1.0,3,0,0,0,0,42,3,5.0,118000.0,7,0,0.0
70074,2,0,2,2,2,1,0,0,2,0,0,1,2.0,2.0,2.0,2.0,64.0,7.0,709.0,1.0,2.0,Benue,2,2,0,0,2,220000.0,1.0,2,1,0,1,0,42,1,1.0,40000.0,7,0,0.0
70075,2,0,0,2,2,0,0,0,2,0,0,1,2.0,2.0,2.0,2.0,64.0,7.0,709.0,1.0,2.0,Benue,2,2,0,0,2,200000.0,1.0,2,2,0,1,0,42,3,5.0,30000.0,7,0,0.0
70076,1,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2.0,2.0,64.0,7.0,709.0,1.0,2.0,Benue,1,1,0,0,1,400000.0,1.0,1,0,0,0,0,42,3,7.0,23700.0,7,0,0.0
70077,3,0,3,3,3,1,1,0,3,1,0,1,3.0,3.0,1.0,1.0,62.0,7.0,709.0,1.0,2.0,Benue,3,3,0,0,3,330000.0,1.0,3,0,0,0,0,42,1,2.0,1500.0,7,0,0.0
70078,3,0,0,3,3,0,0,0,2,0,0,1,7.0,7.0,1.0,1.0,48.0,7.0,709.0,1.0,2.0,Benue,7,5,0,0,5,100000.0,0.7142857142857143,6,6,0,1,0,42,3,7.0,38500.0,7,0,0.0
70079,2,0,2,2,2,1,0,0,2,0,0,1,4.0,4.0,1.0,1.0,36.0,7.0,709.0,1.0,2.0,Benue,3,2,0,0,2,190000.0,0.6666666666666666,3,1,0,1,0,42,3,3.0,28200.0,7,0,0.0
70080,2,0,0,2,2,0,1,1,0,1,1,0,2.0,2.0,3.0,1.0,25.0,7.0,709.0,1.0,2.0,Benue,2,2,0,0,2,580000.0,1.0,2,2,0,1,0,42,3,6.0,31000.0,7,0,0.0
70121,6,0,3,6,6,1,0,1,0,0,1,0,6.0,6.0,1.0,1.0,62.0,7.0,718.0,1.0,2.0,Benue,6,4,0,0,0,0.0,0.6666666666666666,6,1,0,1,0,42,3,14.0,63000.0,7,0,0.0
70122,2,0,1,2,2,1,0,0,1,0,0,1,1.0,1.0,2.0,2.0,60.0,7.0,718.0,1.0,2.0,Benue,4,2,0,0,0,0.0,0.5,3,0,0,0,0,42,3,4.0,11500.0,7,0,0.0
70123,1,0,1,1,1,1,1,0,0,1,0,0,1.0,1.0,3.0,1.0,26.0,7.0,718.0,1.0,2.0,Benue,1,1,0,0,0,0.0,1.0,1,1,1,1,1,42,4,4.0,69000.0,7,0,0.0
70124,3,0,2,3,3,1,1,0,0,1,0,0,6.0,6.0,1.0,1.0,57.0,7.0,718.0,1.0,2.0,Benue,6,6,0,0,0,0.0,1.0,5,2,0,1,0,42,8,16.0,2138000.0,7,0,0.0
70125,5,0,2,5,5,1,0,2,0,0,1,0,7.0,7.0,1.0,1.0,59.0,7.0,718.0,1.0,2.0,Benue,7,3,0,0,0,0.0,0.42857142857142855,7,2,0,1,0,42,6,25.0,340500.0,7,0,0.0
70126,5,0,3,5,5,1,1,0,3,1,0,1,6.0,6.0,2.0,2.0,35.0,7.0,718.0,1.0,2.0,Benue,7,6,0,0,0,0.0,0.8571428571428571,6,5,4,1,1,42,5,14.0,217000.0,7,0,0.0
70127,3,0,2,3,3,1,1,0,0,1,0,0,6.0,6.0,2.0,2.0,47.0,7.0,718.0,1.0,2.0,Benue,6,6,0,0,0,0.0,1.0,5,1,0,1,0,42,4,7.0,57000.0,7,0,0.0
70128,2,0,1,2,2,1,0,1,0,0,1,0,2.0,2.0,1.0,2.0,52.0,7.0,718.0,1.0,2.0,Benue,2,1,0,0,0,0.0,0.5,2,1,0,1,0,42,5,12.0,82000.0,7,0,0.0
70129,2,0,0,2,2,0,1,1,1,1,1,1,1.0,1.0,3.0,1.0,23.0,7.0,718.0,1.0,2.0,Benue,2,1,0,0,0,0.0,0.5,2,2,1,1,1,42,6,11.0,52800.0,7,0,0.0
70130,3,0,2,3,3,1,0,1,0,0,1,0,7.0,7.0,10.0,1.0,42.0,7.0,718.0,1.0,2.0,Benue,5,4,0,0,2,400000.0,0.8,3,1,0,1,0,42,7,16.0,366000.0,7,0,0.0
70131,2,0,1,2,2,1,0,0,0,0,0,0,4.0,4.0,1.0,1.0,59.0,7.0,715.0,1.0,2.0,Benue,4,2,0,0,0,0.0,0.5,2,0,0,0,0,42,5,13.0,72500.0,7,0,0.0
70132,4,0,1,4,4,1,0,0,0,0,0,0,8.0,8.0,2.0,1.0,63.0,7.0,715.0,1.0,2.0,Benue,7,3,0,0,1,150000.0,0.42857142857142855,6,2,0,1,0,42,4,11.0,83500.0,7,0,0.0
70133,2,0,2,2,2,1,0,0,0,0,0,0,2.0,2.0,1.0,1.0,80.0,7.0,715.0,1.0,2.0,Benue,2,0,0,0,0,0.0,0.0,2,1,0,1,0,42,3,9.0,67000.0,7,0,0.0
70134,2,0,0,2,2,0,1,0,0,1,0,0,2.0,2.0,1.0,1.0,79.0,7.0,715.0,1.0,2.0,Benue,3,3,0,0,0,0.0,1.0,3,1,0,1,0,42,5,16.0,39000.0,7,0,0.0
70135,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,73.0,7.0,715.0,1.0,2.0,Benue,1,0,0,0,0,0.0,0.0,1,0,0,0,0,42,3,5.0,26500.0,7,0,0.0
70136,2,0,2,2,2,1,1,0,1,1,0,1,1.0,1.0,3.0,1.0,27.0,7.0,715.0,1.0,2.0,Benue,2,2,0,0,0,0.0,1.0,2,2,0,1,0,42,12,23.0,354500.0,7,0,0.0
70137,2,1,2,2,2,1,2,1,1,1,1,1,6.0,6.0,1.0,1.0,37.0,7.0,715.0,1.0,2.0,Benue,5,2,0,0,2,155000.0,0.4,3,3,3,1,1,42,0,0.0,0.0,7,0,0.0
